yyyy-mm,departure_port,arrival_port,route,nonimal_fare_(AUD),real_fare_(AUD)
2023-Nov,Perth,Sydney,Perth - Sydney,732,739
2023-Nov,Port Macquarie,Sydney,Port Macquarie - Sydney,338,341
2023-Nov,Sydney,Tamworth,Sydney - Tamworth,375,379
2023-Nov,Sydney,Townsville,Sydney - Townsville,364,368
2023-Nov,Sydney,Wagga Wagga,Sydney - Wagga Wagga,358,361
2023-Nov,Newcastle,Gold Coast,Newcastle - Gold Coast,187,189
2023-May,Adelaide,Alice Springs,Adelaide - Alice Springs,604,615
2023-May,Adelaide,Brisbane,Adelaide - Brisbane,398,405
2023-May,Adelaide,Canberra,Adelaide - Canberra,379,386
2023-May,Adelaide,Darwin,Adelaide - Darwin,532,542
2023-May,Adelaide,Gold Coast,Adelaide - Gold Coast,357,364
2023-May,Adelaide,Melbourne,Adelaide - Melbourne,143,146
2023-May,Adelaide,Perth,Adelaide - Perth,538,548
2023-May,Adelaide,Port Lincoln,Adelaide - Port Lincoln,348,354
2023-May,Adelaide,Sydney,Adelaide - Sydney,250,255
2023-May,Albury,Sydney,Albury - Sydney,394,401
2023-May,Armidale,Sydney,Armidale - Sydney,368,375
2023-May,Avalon,Gold Coast,Avalon - Gold Coast,192,195
2023-May,Avalon,Sydney,Avalon - Sydney,164,167
2023-May,Ayers Rock,Sydney,Ayers Rock - Sydney,688,700
2023-May,Ballina,Sydney,Ballina - Sydney,95,97
2023-May,Brisbane,Cairns,Brisbane - Cairns,192,195
2023-May,Brisbane,Canberra,Brisbane - Canberra,304,310
2023-May,Brisbane,Darwin,Brisbane - Darwin,622,633
2023-May,Brisbane,Emerald,Brisbane - Emerald,512,521
2023-May,Brisbane,Gladstone,Brisbane - Gladstone,384,391
2023-May,Brisbane,Hamilton Island,Brisbane - Hamilton Island,318,324
2023-May,Brisbane,Hobart,Brisbane - Hobart,258,263
2023-May,Brisbane,Mackay,Brisbane - Mackay,229,233
2023-May,Brisbane,Melbourne,Brisbane - Melbourne,218,222
2023-May,Brisbane,Mount Isa,Brisbane - Mount Isa,808,823
2023-May,Brisbane,Perth,Brisbane - Perth,528,538
2023-May,Brisbane,Proserpine,Brisbane - Proserpine,209,213
2023-May,Brisbane,Rockhampton,Brisbane - Rockhampton,188,191
2023-May,Brisbane,Sydney,Brisbane - Sydney,150,153
2023-May,Brisbane,Townsville,Brisbane - Townsville,245,249
2023-May,Brisbane,Newcastle,Brisbane - Newcastle,150,153
2023-May,Broome,Perth,Broome - Perth,484,493
2023-May,Bundaberg,Brisbane,Bundaberg - Brisbane,403,410
2023-May,Cairns,Gold Coast,Cairns - Gold Coast,362,369
2023-May,Cairns,Melbourne,Cairns - Melbourne,491,500
2023-May,Cairns,Sydney,Cairns - Sydney,364,371
2023-May,Cairns,Townsville,Cairns - Townsville,348,354
2023-May,Canberra,Melbourne,Canberra - Melbourne,170,173
2023-May,Canberra,Sydney,Canberra - Sydney,418,426
2023-May,Coffs Harbour,Sydney,Coffs Harbour - Sydney,348,354
2023-May,Darwin,Melbourne,Darwin - Melbourne,725,738
2023-May,Darwin,Perth,Darwin - Perth,1129,1150
2023-May,Darwin,Sydney,Darwin - Sydney,643,655
2023-May,Devonport,Melbourne,Devonport - Melbourne,451,459
2023-May,Dubbo,Sydney,Dubbo - Sydney,408,415
2023-May,Gold Coast,Sydney,Gold Coast - Sydney,158,161
2023-May,Hamilton Island,Sydney,Hamilton Island - Sydney,338,344
2023-May,Hobart,Melbourne,Hobart - Melbourne,276,281
2023-May,Hobart,Sydney,Hobart - Sydney,338,344
2023-May,Kalgoorlie,Perth,Kalgoorlie - Perth,558,568
2023-May,Karratha,Perth,Karratha - Perth,922,939
2023-May,Launceston,Melbourne,Launceston - Melbourne,154,157
2023-May,Launceston,Sydney,Launceston - Sydney,228,232
2023-May,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,278,283
2023-May,Sunshine Coast,Sydney,Sunshine Coast - Sydney,189,192
2023-May,Melbourne,Gold Coast,Melbourne - Gold Coast,218,222
2023-May,Melbourne,Mildura,Melbourne - Mildura,368,375
2023-May,Melbourne,Perth,Melbourne - Perth,499,508
2023-May,Melbourne,Sydney,Melbourne - Sydney,178,181
2023-May,Melbourne,Townsville,Melbourne - Townsville,334,340
2023-May,Melbourne,Newcastle,Melbourne - Newcastle,228,232
2023-May,Paraburdoo,Perth,Paraburdoo - Perth,820,835
2023-May,Perth,Newman,Perth - Newman,750,764
2023-May,Perth,Port Hedland,Perth - Port Hedland,714,727
2023-May,Perth,Sydney,Perth - Sydney,420,428
2023-May,Port Macquarie,Sydney,Port Macquarie - Sydney,318,324
2023-May,Sydney,Tamworth,Sydney - Tamworth,383,390
2023-May,Sydney,Townsville,Sydney - Townsville,236,240
2023-May,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,405
2023-May,Newcastle,Gold Coast,Newcastle - Gold Coast,212,216
2023-Mar,Adelaide,Alice Springs,Adelaide - Alice Springs,668,686
2023-Mar,Adelaide,Brisbane,Adelaide - Brisbane,482,495
2023-Mar,Adelaide,Canberra,Adelaide - Canberra,508,521
2023-Mar,Adelaide,Darwin,Adelaide - Darwin,340,349
2023-Mar,Adelaide,Gold Coast,Adelaide - Gold Coast,408,419
2023-Mar,Adelaide,Melbourne,Adelaide - Melbourne,329,338
2023-Mar,Adelaide,Perth,Adelaide - Perth,888,911
2023-Mar,Adelaide,Port Lincoln,Adelaide - Port Lincoln,387,397
2023-Mar,Adelaide,Sydney,Adelaide - Sydney,332,341
2023-Mar,Albury,Sydney,Albury - Sydney,384,394
2023-Mar,Armidale,Sydney,Armidale - Sydney,358,368
2023-Mar,Avalon,Gold Coast,Avalon - Gold Coast,331,340
2023-Mar,Avalon,Sydney,Avalon - Sydney,135,139
2023-Mar,Ayers Rock,Sydney,Ayers Rock - Sydney,595,611
2023-Mar,Ballina,Sydney,Ballina - Sydney,133,137
2023-Mar,Brisbane,Cairns,Brisbane - Cairns,370,380
2023-Mar,Brisbane,Canberra,Brisbane - Canberra,458,470
2023-Mar,Brisbane,Darwin,Brisbane - Darwin,496,509
2023-Mar,Brisbane,Emerald,Brisbane - Emerald,465,477
2023-Mar,Brisbane,Gladstone,Brisbane - Gladstone,394,404
2023-Mar,Brisbane,Hamilton Island,Brisbane - Hamilton Island,584,599
2023-Mar,Brisbane,Hobart,Brisbane - Hobart,521,535
2023-Mar,Brisbane,Mackay,Brisbane - Mackay,204,209
2023-Mar,Brisbane,Melbourne,Brisbane - Melbourne,399,410
2023-Mar,Brisbane,Mount Isa,Brisbane - Mount Isa,838,860
2023-Mar,Brisbane,Perth,Brisbane - Perth,938,963
2023-Mar,Brisbane,Proserpine,Brisbane - Proserpine,285,293
2023-Mar,Brisbane,Rockhampton,Brisbane - Rockhampton,358,367
2023-Mar,Brisbane,Sydney,Brisbane - Sydney,168,172
2023-Mar,Brisbane,Townsville,Brisbane - Townsville,313,321
2023-Mar,Brisbane,Newcastle,Brisbane - Newcastle,150,154
2023-Mar,Broome,Perth,Broome - Perth,470,482
2023-Mar,Bundaberg,Brisbane,Bundaberg - Brisbane,403,414
2023-Mar,Cairns,Gold Coast,Cairns - Gold Coast,448,460
2023-Mar,Cairns,Melbourne,Cairns - Melbourne,395,405
2023-Mar,Cairns,Sydney,Cairns - Sydney,326,335
2023-Mar,Cairns,Townsville,Cairns - Townsville,338,347
2023-Mar,Canberra,Melbourne,Canberra - Melbourne,216,222
2023-Mar,Canberra,Sydney,Canberra - Sydney,465,477
2023-Mar,Coffs Harbour,Sydney,Coffs Harbour - Sydney,338,347
2023-Mar,Darwin,Melbourne,Darwin - Melbourne,614,630
2023-Mar,Darwin,Perth,Darwin - Perth,774,794
2023-Mar,Darwin,Sydney,Darwin - Sydney,449,461
2023-Mar,Devonport,Melbourne,Devonport - Melbourne,409,420
2023-Mar,Dubbo,Sydney,Dubbo - Sydney,398,409
2023-Mar,Gold Coast,Sydney,Gold Coast - Sydney,147,151
2023-Mar,Hamilton Island,Sydney,Hamilton Island - Sydney,328,337
2023-Mar,Hobart,Melbourne,Hobart - Melbourne,277,284
2023-Mar,Hobart,Sydney,Hobart - Sydney,204,209
2023-Mar,Kalgoorlie,Perth,Kalgoorlie - Perth,558,573
2023-Mar,Karratha,Perth,Karratha - Perth,922,946
2023-Mar,Launceston,Melbourne,Launceston - Melbourne,204,209
2023-Mar,Launceston,Sydney,Launceston - Sydney,229,235
2023-Mar,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318,326
2023-Mar,Sunshine Coast,Sydney,Sunshine Coast - Sydney,184,189
2023-Mar,Melbourne,Gold Coast,Melbourne - Gold Coast,208,214
2023-Mar,Melbourne,Mildura,Melbourne - Mildura,358,367
2023-Mar,Melbourne,Perth,Melbourne - Perth,602,618
2023-Mar,Melbourne,Sydney,Melbourne - Sydney,193,198
2023-Mar,Melbourne,Townsville,Melbourne - Townsville,276,283
2023-Mar,Melbourne,Newcastle,Melbourne - Newcastle,198,203
2023-Mar,Paraburdoo,Perth,Paraburdoo - Perth,820,842
2023-Mar,Perth,Newman,Perth - Newman,750,770
2023-Mar,Perth,Port Hedland,Perth - Port Hedland,690,708
2023-Mar,Perth,Sydney,Perth - Sydney,648,665
2023-Mar,Port Macquarie,Sydney,Port Macquarie - Sydney,308,316
2023-Mar,Sydney,Tamworth,Sydney - Tamworth,355,364
2023-Mar,Sydney,Townsville,Sydney - Townsville,277,284
2023-Mar,Sydney,Wagga Wagga,Sydney - Wagga Wagga,388,398
2023-Mar,Newcastle,Gold Coast,Newcastle - Gold Coast,163,167
2023-Jun,Adelaide,Alice Springs,Adelaide - Alice Springs,578,588
2023-Jun,Adelaide,Brisbane,Adelaide - Brisbane,398,405
2023-Jun,Adelaide,Canberra,Adelaide - Canberra,504,513
2023-Jun,Adelaide,Darwin,Adelaide - Darwin,687,699
2023-Jun,Adelaide,Gold Coast,Adelaide - Gold Coast,485,494
2023-Jun,Adelaide,Melbourne,Adelaide - Melbourne,240,244
2023-Jun,Adelaide,Perth,Adelaide - Perth,508,517
2023-Jun,Adelaide,Port Lincoln,Adelaide - Port Lincoln,348,354
2023-Jun,Adelaide,Sydney,Adelaide - Sydney,238,242
2023-Jun,Albury,Sydney,Albury - Sydney,378,385
2023-Jun,Armidale,Sydney,Armidale - Sydney,358,364
2023-Jun,Avalon,Gold Coast,Avalon - Gold Coast,413,420
2023-Jun,Avalon,Sydney,Avalon - Sydney,162,165
2023-Jun,Ayers Rock,Sydney,Ayers Rock - Sydney,828,843
2023-Jun,Ballina,Sydney,Ballina - Sydney,95,97
2023-Jun,Brisbane,Cairns,Brisbane - Cairns,347,353
2023-Jun,Brisbane,Canberra,Brisbane - Canberra,397,404
2023-Jun,Brisbane,Darwin,Brisbane - Darwin,755,769
2023-Jun,Brisbane,Emerald,Brisbane - Emerald,564,574
2023-Jun,Brisbane,Gladstone,Brisbane - Gladstone,380,387
2023-Jun,Brisbane,Hamilton Island,Brisbane - Hamilton Island,423,431
2023-Jun,Brisbane,Hobart,Brisbane - Hobart,338,344
2023-Jun,Brisbane,Mackay,Brisbane - Mackay,201,205
2023-Jun,Brisbane,Melbourne,Brisbane - Melbourne,283,288
2023-Jun,Brisbane,Mount Isa,Brisbane - Mount Isa,923,940
2023-Jun,Brisbane,Perth,Brisbane - Perth,727,740
2023-Jun,Brisbane,Proserpine,Brisbane - Proserpine,254,259
2023-Jun,Brisbane,Rockhampton,Brisbane - Rockhampton,402,409
2023-Jun,Brisbane,Sydney,Brisbane - Sydney,178,181
2023-Jun,Brisbane,Townsville,Brisbane - Townsville,378,385
2023-Jun,Brisbane,Newcastle,Brisbane - Newcastle,126,128
2023-Jun,Broome,Perth,Broome - Perth,598,609
2023-Jun,Bundaberg,Brisbane,Bundaberg - Brisbane,408,415
2023-Jun,Cairns,Gold Coast,Cairns - Gold Coast,378,385
2023-Jun,Cairns,Melbourne,Cairns - Melbourne,462,470
2023-Jun,Cairns,Sydney,Cairns - Sydney,353,359
2023-Jun,Cairns,Townsville,Cairns - Townsville,348,354
2023-Jun,Canberra,Melbourne,Canberra - Melbourne,177,180
2023-Jun,Canberra,Sydney,Canberra - Sydney,418,426
2023-Jun,Coffs Harbour,Sydney,Coffs Harbour - Sydney,334,340
2023-Jun,Darwin,Melbourne,Darwin - Melbourne,705,718
2023-Jun,Darwin,Perth,Darwin - Perth,925,942
2023-Jun,Darwin,Sydney,Darwin - Sydney,612,623
2023-Jun,Devonport,Melbourne,Devonport - Melbourne,444,452
2023-Jun,Dubbo,Sydney,Dubbo - Sydney,398,405
2023-Jun,Gold Coast,Sydney,Gold Coast - Sydney,118,120
2023-Jun,Hamilton Island,Sydney,Hamilton Island - Sydney,230,234
2023-Jun,Hobart,Melbourne,Hobart - Melbourne,187,190
2023-Jun,Hobart,Sydney,Hobart - Sydney,204,208
2023-Jun,Kalgoorlie,Perth,Kalgoorlie - Perth,558,568
2023-Jun,Karratha,Perth,Karratha - Perth,931,948
2023-Jun,Launceston,Melbourne,Launceston - Melbourne,128,130
2023-Jun,Launceston,Sydney,Launceston - Sydney,148,151
2023-Jun,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,288,293
2023-Jun,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,151
2023-Jun,Melbourne,Gold Coast,Melbourne - Gold Coast,333,339
2023-Jun,Melbourne,Mildura,Melbourne - Mildura,358,364
2023-Jun,Melbourne,Perth,Melbourne - Perth,538,548
2023-Jun,Melbourne,Sydney,Melbourne - Sydney,160,163
2023-Jun,Melbourne,Townsville,Melbourne - Townsville,736,749
2023-Jun,Melbourne,Newcastle,Melbourne - Newcastle,177,180
2023-Jun,Paraburdoo,Perth,Paraburdoo - Perth,828,843
2023-Jun,Perth,Newman,Perth - Newman,841,856
2023-Jun,Perth,Port Hedland,Perth - Port Hedland,698,711
2023-Jun,Perth,Sydney,Perth - Sydney,598,609
2023-Jun,Port Macquarie,Sydney,Port Macquarie - Sydney,318,324
2023-Jun,Sydney,Tamworth,Sydney - Tamworth,358,364
2023-Jun,Sydney,Townsville,Sydney - Townsville,432,440
2023-Jun,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,405
2023-Jun,Newcastle,Gold Coast,Newcastle - Gold Coast,241,245
2023-Jul,Adelaide,Alice Springs,Adelaide - Alice Springs,607,611
2023-Jul,Adelaide,Brisbane,Adelaide - Brisbane,378,380
2023-Jul,Adelaide,Canberra,Adelaide - Canberra,605,609
2023-Jul,Adelaide,Darwin,Adelaide - Darwin,863,868
2023-Jul,Adelaide,Gold Coast,Adelaide - Gold Coast,416,419
2023-Jul,Adelaide,Melbourne,Adelaide - Melbourne,214,215
2023-Jul,Adelaide,Perth,Adelaide - Perth,403,405
2023-Jul,Adelaide,Port Lincoln,Adelaide - Port Lincoln,348,350
2023-Jul,Adelaide,Sydney,Adelaide - Sydney,218,219
2023-Jul,Albury,Sydney,Albury - Sydney,378,380
2023-Jul,Armidale,Sydney,Armidale - Sydney,358,360
2023-Jul,Avalon,Gold Coast,Avalon - Gold Coast,213,214
2023-Jul,Avalon,Sydney,Avalon - Sydney,113,114
2023-Jul,Ayers Rock,Sydney,Ayers Rock - Sydney,500,503
2023-Jul,Ballina,Sydney,Ballina - Sydney,65,65
2023-Jul,Brisbane,Cairns,Brisbane - Cairns,238,239
2023-Jul,Brisbane,Canberra,Brisbane - Canberra,350,352
2023-Jul,Brisbane,Darwin,Brisbane - Darwin,830,835
2023-Jul,Brisbane,Emerald,Brisbane - Emerald,624,628
2023-Jul,Brisbane,Gladstone,Brisbane - Gladstone,380,382
2023-Jul,Brisbane,Hamilton Island,Brisbane - Hamilton Island,362,364
2023-Jul,Brisbane,Hobart,Brisbane - Hobart,412,414
2023-Jul,Brisbane,Mackay,Brisbane - Mackay,171,172
2023-Jul,Brisbane,Melbourne,Brisbane - Melbourne,218,219
2023-Jul,Brisbane,Mount Isa,Brisbane - Mount Isa,854,859
2023-Jul,Brisbane,Perth,Brisbane - Perth,626,630
2023-Jul,Brisbane,Proserpine,Brisbane - Proserpine,284,286
2023-Jul,Brisbane,Rockhampton,Brisbane - Rockhampton,436,439
2023-Jul,Brisbane,Sydney,Brisbane - Sydney,150,151
2023-Jul,Brisbane,Townsville,Brisbane - Townsville,481,484
2023-Jul,Brisbane,Newcastle,Brisbane - Newcastle,166,167
2023-Jul,Broome,Perth,Broome - Perth,438,441
2023-Jul,Bundaberg,Brisbane,Bundaberg - Brisbane,408,410
2023-Jul,Cairns,Gold Coast,Cairns - Gold Coast,428,431
2023-Jul,Cairns,Melbourne,Cairns - Melbourne,491,494
2023-Jul,Cairns,Sydney,Cairns - Sydney,403,405
2023-Jul,Cairns,Townsville,Cairns - Townsville,348,350
2023-Jul,Canberra,Melbourne,Canberra - Melbourne,166,167
2023-Jul,Canberra,Sydney,Canberra - Sydney,419,422
2023-Jul,Coffs Harbour,Sydney,Coffs Harbour - Sydney,334,336
2023-Jul,Darwin,Melbourne,Darwin - Melbourne,691,695
2023-Jul,Darwin,Perth,Darwin - Perth,1269,1277
2023-Jul,Darwin,Sydney,Darwin - Sydney,602,606
2023-Jul,Devonport,Melbourne,Devonport - Melbourne,430,433
2023-Jul,Dubbo,Sydney,Dubbo - Sydney,398,400
2023-Jul,Gold Coast,Sydney,Gold Coast - Sydney,123,124
2023-Jul,Hamilton Island,Sydney,Hamilton Island - Sydney,249,251
2023-Jul,Hobart,Melbourne,Hobart - Melbourne,154,155
2023-Jul,Hobart,Sydney,Hobart - Sydney,180,181
2023-Jul,Kalgoorlie,Perth,Kalgoorlie - Perth,558,561
2023-Jul,Karratha,Perth,Karratha - Perth,878,883
2023-Jul,Launceston,Melbourne,Launceston - Melbourne,128,129
2023-Jul,Launceston,Sydney,Launceston - Sydney,158,159
2023-Jul,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,270,272
2023-Jul,Sunshine Coast,Sydney,Sunshine Coast - Sydney,142,143
2023-Jul,Melbourne,Gold Coast,Melbourne - Gold Coast,178,179
2023-Jul,Melbourne,Mildura,Melbourne - Mildura,358,360
2023-Jul,Melbourne,Perth,Melbourne - Perth,484,487
2023-Jul,Melbourne,Sydney,Melbourne - Sydney,148,149
2023-Jul,Melbourne,Townsville,Melbourne - Townsville,423,426
2023-Jul,Melbourne,Newcastle,Melbourne - Newcastle,183,184
2023-Jul,Paraburdoo,Perth,Paraburdoo - Perth,828,833
2023-Jul,Perth,Newman,Perth - Newman,841,846
2023-Jul,Perth,Port Hedland,Perth - Port Hedland,698,702
2023-Jul,Perth,Sydney,Perth - Sydney,477,480
2023-Jul,Port Macquarie,Sydney,Port Macquarie - Sydney,318,320
2023-Jul,Sydney,Tamworth,Sydney - Tamworth,387,389
2023-Jul,Sydney,Townsville,Sydney - Townsville,308,310
2023-Jul,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,400
2023-Jul,Newcastle,Gold Coast,Newcastle - Gold Coast,180,181
2023-Jan,Adelaide,Alice Springs,Adelaide - Alice Springs,650,667
2023-Jan,Adelaide,Brisbane,Adelaide - Brisbane,397,408
2023-Jan,Adelaide,Canberra,Adelaide - Canberra,558,573
2023-Jan,Adelaide,Darwin,Adelaide - Darwin,327,336
2023-Jan,Adelaide,Gold Coast,Adelaide - Gold Coast,555,570
2023-Jan,Adelaide,Melbourne,Adelaide - Melbourne,188,193
2023-Jan,Adelaide,Perth,Adelaide - Perth,482,495
2023-Jan,Adelaide,Port Lincoln,Adelaide - Port Lincoln,348,357
2023-Jan,Adelaide,Sydney,Adelaide - Sydney,315,323
2023-Jan,Albury,Sydney,Albury - Sydney,384,394
2023-Jan,Armidale,Sydney,Armidale - Sydney,358,368
2023-Jan,Avalon,Gold Coast,Avalon - Gold Coast,227,233
2023-Jan,Avalon,Sydney,Avalon - Sydney,140,144
2023-Jan,Ayers Rock,Sydney,Ayers Rock - Sydney,530,544
2023-Jan,Ballina,Sydney,Ballina - Sydney,101,104
2023-Jan,Brisbane,Cairns,Brisbane - Cairns,196,201
2023-Jan,Brisbane,Canberra,Brisbane - Canberra,350,359
2023-Jan,Brisbane,Darwin,Brisbane - Darwin,396,407
2023-Jan,Brisbane,Emerald,Brisbane - Emerald,512,526
2023-Jan,Brisbane,Gladstone,Brisbane - Gladstone,414,425
2023-Jan,Brisbane,Hamilton Island,Brisbane - Hamilton Island,464,476
2023-Jan,Brisbane,Hobart,Brisbane - Hobart,425,436
2023-Jan,Brisbane,Mackay,Brisbane - Mackay,230,236
2023-Jan,Brisbane,Melbourne,Brisbane - Melbourne,288,296
2023-Jan,Brisbane,Mount Isa,Brisbane - Mount Isa,748,768
2023-Jan,Brisbane,Perth,Brisbane - Perth,728,747
2023-Jan,Brisbane,Proserpine,Brisbane - Proserpine,200,205
2023-Jan,Brisbane,Rockhampton,Brisbane - Rockhampton,368,378
2023-Jan,Brisbane,Sydney,Brisbane - Sydney,180,185
2023-Jan,Brisbane,Townsville,Brisbane - Townsville,232,238
2023-Jan,Brisbane,Newcastle,Brisbane - Newcastle,161,165
2023-Jan,Broome,Perth,Broome - Perth,470,482
2023-Jan,Bundaberg,Brisbane,Bundaberg - Brisbane,403,414
2023-Jan,Cairns,Gold Coast,Cairns - Gold Coast,294,302
2023-Jan,Cairns,Melbourne,Cairns - Melbourne,500,513
2023-Jan,Cairns,Sydney,Cairns - Sydney,429,440
2023-Jan,Cairns,Townsville,Cairns - Townsville,338,347
2023-Jan,Canberra,Melbourne,Canberra - Melbourne,255,262
2023-Jan,Canberra,Sydney,Canberra - Sydney,465,477
2023-Jan,Coffs Harbour,Sydney,Coffs Harbour - Sydney,338,347
2023-Jan,Darwin,Melbourne,Darwin - Melbourne,477,490
2023-Jan,Darwin,Perth,Darwin - Perth,558,573
2023-Jan,Darwin,Sydney,Darwin - Sydney,474,487
2023-Jan,Devonport,Melbourne,Devonport - Melbourne,422,433
2023-Jan,Dubbo,Sydney,Dubbo - Sydney,398,409
2023-Jan,Gold Coast,Sydney,Gold Coast - Sydney,169,174
2023-Jan,Hamilton Island,Sydney,Hamilton Island - Sydney,501,514
2023-Jan,Hobart,Melbourne,Hobart - Melbourne,277,284
2023-Jan,Hobart,Sydney,Hobart - Sydney,256,263
2023-Jan,Kalgoorlie,Perth,Kalgoorlie - Perth,666,684
2023-Jan,Karratha,Perth,Karratha - Perth,870,893
2023-Jan,Launceston,Melbourne,Launceston - Melbourne,179,184
2023-Jan,Launceston,Sydney,Launceston - Sydney,380,390
2023-Jan,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,364,374
2023-Jan,Sunshine Coast,Sydney,Sunshine Coast - Sydney,174,179
2023-Jan,Melbourne,Gold Coast,Melbourne - Gold Coast,208,214
2023-Jan,Melbourne,Mildura,Melbourne - Mildura,358,367
2023-Jan,Melbourne,Perth,Melbourne - Perth,585,600
2023-Jan,Melbourne,Sydney,Melbourne - Sydney,172,177
2023-Jan,Melbourne,Townsville,Melbourne - Townsville,270,277
2023-Jan,Melbourne,Newcastle,Melbourne - Newcastle,260,267
2023-Jan,Paraburdoo,Perth,Paraburdoo - Perth,820,842
2023-Jan,Perth,Newman,Perth - Newman,750,770
2023-Jan,Perth,Port Hedland,Perth - Port Hedland,878,901
2023-Jan,Perth,Sydney,Perth - Sydney,898,922
2023-Jan,Port Macquarie,Sydney,Port Macquarie - Sydney,308,316
2023-Jan,Sydney,Tamworth,Sydney - Tamworth,350,359
2023-Jan,Sydney,Townsville,Sydney - Townsville,280,287
2023-Jan,Sydney,Wagga Wagga,Sydney - Wagga Wagga,388,398
2023-Jan,Newcastle,Gold Coast,Newcastle - Gold Coast,163,167
2023-Feb,Adelaide,Alice Springs,Adelaide - Alice Springs,630,647
2023-Feb,Adelaide,Brisbane,Adelaide - Brisbane,455,467
2023-Feb,Adelaide,Canberra,Adelaide - Canberra,608,624
2023-Feb,Adelaide,Darwin,Adelaide - Darwin,450,462
2023-Feb,Adelaide,Gold Coast,Adelaide - Gold Coast,477,490
2023-Feb,Adelaide,Melbourne,Adelaide - Melbourne,298,306
2023-Feb,Adelaide,Perth,Adelaide - Perth,647,664
2023-Feb,Adelaide,Port Lincoln,Adelaide - Port Lincoln,348,357
2023-Feb,Adelaide,Sydney,Adelaide - Sydney,398,409
2023-Feb,Albury,Sydney,Albury - Sydney,384,394
2023-Feb,Armidale,Sydney,Armidale - Sydney,358,368
2023-Feb,Avalon,Gold Coast,Avalon - Gold Coast,235,241
2023-Feb,Avalon,Sydney,Avalon - Sydney,135,139
2023-Feb,Ayers Rock,Sydney,Ayers Rock - Sydney,652,669
2023-Feb,Ballina,Sydney,Ballina - Sydney,116,119
2023-Feb,Brisbane,Cairns,Brisbane - Cairns,208,214
2023-Feb,Brisbane,Canberra,Brisbane - Canberra,448,460
2023-Feb,Brisbane,Darwin,Brisbane - Darwin,404,415
2023-Feb,Brisbane,Emerald,Brisbane - Emerald,512,526
2023-Feb,Brisbane,Gladstone,Brisbane - Gladstone,334,343
2023-Feb,Brisbane,Hamilton Island,Brisbane - Hamilton Island,452,464
2023-Feb,Brisbane,Hobart,Brisbane - Hobart,450,462
2023-Feb,Brisbane,Mackay,Brisbane - Mackay,183,188
2023-Feb,Brisbane,Melbourne,Brisbane - Melbourne,232,238
2023-Feb,Brisbane,Mount Isa,Brisbane - Mount Isa,748,768
2023-Feb,Brisbane,Perth,Brisbane - Perth,558,573
2023-Feb,Brisbane,Proserpine,Brisbane - Proserpine,233,239
2023-Feb,Brisbane,Rockhampton,Brisbane - Rockhampton,428,439
2023-Feb,Brisbane,Sydney,Brisbane - Sydney,168,172
2023-Feb,Brisbane,Townsville,Brisbane - Townsville,279,286
2023-Feb,Brisbane,Newcastle,Brisbane - Newcastle,192,197
2023-Feb,Broome,Perth,Broome - Perth,430,441
2023-Feb,Bundaberg,Brisbane,Bundaberg - Brisbane,403,414
2023-Feb,Cairns,Gold Coast,Cairns - Gold Coast,372,382
2023-Feb,Cairns,Melbourne,Cairns - Melbourne,481,494
2023-Feb,Cairns,Sydney,Cairns - Sydney,419,430
2023-Feb,Cairns,Townsville,Cairns - Townsville,338,347
2023-Feb,Canberra,Melbourne,Canberra - Melbourne,285,293
2023-Feb,Canberra,Sydney,Canberra - Sydney,465,477
