yyyy-mm,departure_port,arrival_port,route,nonimal_fare_(AUD),real_fare_(AUD)
2013-Dec,Brisbane,Emerald,Brisbane - Emerald,238,309
2013-Dec,Brisbane,Gladstone,Brisbane - Gladstone,218,283
2013-Dec,Brisbane,Hamilton Island,Brisbane - Hamilton Island,662,860
2013-Dec,Brisbane,Mackay,Brisbane - Mackay,200,260
2013-Dec,Brisbane,Melbourne,Brisbane - Melbourne,238,309
2013-Dec,Brisbane,Moranbah,Brisbane - Moranbah,338,439
2013-Dec,Brisbane,Mount Isa,Brisbane - Mount Isa,674,875
2013-Dec,Brisbane,Perth,Brisbane - Perth,478,621
2013-Dec,Brisbane,Proserpine,Brisbane - Proserpine,348,452
2013-Dec,Brisbane,Rockhampton,Brisbane - Rockhampton,190,247
2013-Dec,Brisbane,Roma,Brisbane - Roma,306,397
2013-Dec,Brisbane,Sydney,Brisbane - Sydney,180,234
2013-Dec,Brisbane,Townsville,Brisbane - Townsville,288,374
2013-Dec,Brisbane,Newcastle,Brisbane - Newcastle,118,153
2013-Dec,Broome,Perth,Broome - Perth,473,614
2013-Dec,Bundaberg,Brisbane,Bundaberg - Brisbane,234,304
2013-Dec,Cairns,Gold Coast,Cairns - Gold Coast,268,348
2013-Dec,Cairns,Melbourne,Cairns - Melbourne,245,318
2013-Dec,Cairns,Sydney,Cairns - Sydney,335,435
2013-Dec,Cairns,Townsville,Cairns - Townsville,238,309
2013-Dec,Canberra,Melbourne,Canberra - Melbourne,324,421
2013-Dec,Canberra,Sydney,Canberra - Sydney,218,283
2013-Dec,Coffs Harbour,Sydney,Coffs Harbour - Sydney,100,130
2013-Dec,Darwin,Melbourne,Darwin - Melbourne,408,530
2013-Dec,Darwin,Perth,Darwin - Perth,630,818
2013-Dec,Darwin,Sydney,Darwin - Sydney,388,504
2013-Dec,Devonport,Melbourne,Devonport - Melbourne,440,571
2013-Dec,Dubbo,Sydney,Dubbo - Sydney,290,377
2013-Dec,Geraldton,Perth,Geraldton - Perth,324,421
2013-Dec,Gold Coast,Sydney,Gold Coast - Sydney,100,130
2013-Dec,Hamilton Island,Sydney,Hamilton Island - Sydney,378,491
2013-Dec,Hobart,Melbourne,Hobart - Melbourne,178,231
2013-Dec,Hobart,Sydney,Hobart - Sydney,248,322
2013-Dec,Kalgoorlie,Perth,Kalgoorlie - Perth,319,414
2013-Dec,Karratha,Perth,Karratha - Perth,540,701
2013-Dec,Launceston,Melbourne,Launceston - Melbourne,130,169
2013-Dec,Launceston,Sydney,Launceston - Sydney,218,283
2013-Dec,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,215,279
2013-Dec,Sunshine Coast,Sydney,Sunshine Coast - Sydney,238,309
2013-Dec,Melbourne,Gold Coast,Melbourne - Gold Coast,300,390
2013-Dec,Melbourne,Mildura,Melbourne - Mildura,210,273
2013-Dec,Melbourne,Perth,Melbourne - Perth,488,634
2013-Dec,Melbourne,Sydney,Melbourne - Sydney,205,266
2013-Dec,Melbourne,Newcastle,Melbourne - Newcastle,190,247
2013-Dec,Paraburdoo,Perth,Paraburdoo - Perth,876,1138
2013-Dec,Perth,Newman,Perth - Newman,594,771
2013-Dec,Perth,Port Hedland,Perth - Port Hedland,548,712
2013-Dec,Perth,Sydney,Perth - Sydney,718,932
2013-Dec,Port Macquarie,Sydney,Port Macquarie - Sydney,258,335
2013-Dec,Sydney,Tamworth,Sydney - Tamworth,220,286
2013-Dec,Sydney,Townsville,Sydney - Townsville,378,491
2013-Dec,Sydney,Wagga Wagga,Sydney - Wagga Wagga,237,308
2013-Dec,Newcastle,Gold Coast,Newcastle - Gold Coast,258,335
2013-Aug,Adelaide,Brisbane,Adelaide - Brisbane,238,312
2013-Aug,Adelaide,Canberra,Adelaide - Canberra,364,476
2013-Aug,Adelaide,Darwin,Adelaide - Darwin,328,429
2013-Aug,Adelaide,Gold Coast,Adelaide - Gold Coast,288,377
2013-Aug,Adelaide,Melbourne,Adelaide - Melbourne,100,131
2013-Aug,Adelaide,Perth,Adelaide - Perth,308,403
2013-Aug,Adelaide,Port Lincoln,Adelaide - Port Lincoln,218,285
2013-Aug,Adelaide,Sydney,Adelaide - Sydney,178,233
2013-Aug,Albury,Sydney,Albury - Sydney,190,249
2013-Aug,Alice Springs,Darwin,Alice Springs - Darwin,622,814
2013-Aug,Armidale,Sydney,Armidale - Sydney,357,467
2013-Aug,Avalon,Brisbane,Avalon - Brisbane,198,259
2013-Aug,Avalon,Sydney,Avalon - Sydney,78,102
2013-Aug,Ayers Rock,Sydney,Ayers Rock - Sydney,478,626
2013-Aug,Ballina,Sydney,Ballina - Sydney,128,168
2013-Aug,Brisbane,Cairns,Brisbane - Cairns,208,272
2013-Aug,Brisbane,Canberra,Brisbane - Canberra,304,398
2013-Aug,Brisbane,Darwin,Brisbane - Darwin,428,560
2013-Aug,Brisbane,Emerald,Brisbane - Emerald,200,262
2013-Aug,Brisbane,Gladstone,Brisbane - Gladstone,184,241
2013-Aug,Brisbane,Hamilton Island,Brisbane - Hamilton Island,244,319
2013-Aug,Brisbane,Mackay,Brisbane - Mackay,158,207
2013-Aug,Brisbane,Melbourne,Brisbane - Melbourne,145,190
2013-Aug,Brisbane,Moranbah,Brisbane - Moranbah,319,418
2013-Aug,Brisbane,Mount Isa,Brisbane - Mount Isa,638,835
2013-Aug,Brisbane,Perth,Brisbane - Perth,468,613
2013-Aug,Brisbane,Proserpine,Brisbane - Proserpine,210,275
2013-Aug,Brisbane,Rockhampton,Brisbane - Rockhampton,170,223
2013-Aug,Brisbane,Roma,Brisbane - Roma,305,399
2013-Aug,Brisbane,Sydney,Brisbane - Sydney,120,157
2013-Aug,Brisbane,Townsville,Brisbane - Townsville,278,364
2013-Aug,Brisbane,Newcastle,Brisbane - Newcastle,138,181
2013-Aug,Broome,Perth,Broome - Perth,498,652
2013-Aug,Bundaberg,Brisbane,Bundaberg - Brisbane,268,351
2013-Aug,Cairns,Gold Coast,Cairns - Gold Coast,198,259
2013-Aug,Cairns,Melbourne,Cairns - Melbourne,270,353
2013-Aug,Cairns,Sydney,Cairns - Sydney,200,262
2013-Aug,Cairns,Townsville,Cairns - Townsville,178,233
2013-Aug,Canberra,Melbourne,Canberra - Melbourne,258,338
2013-Aug,Canberra,Sydney,Canberra - Sydney,210,275
2013-Aug,Coffs Harbour,Sydney,Coffs Harbour - Sydney,80,105
2013-Aug,Darwin,Melbourne,Darwin - Melbourne,518,678
2013-Aug,Darwin,Perth,Darwin - Perth,538,704
2013-Aug,Darwin,Sydney,Darwin - Sydney,378,495
2013-Aug,Devonport,Melbourne,Devonport - Melbourne,320,419
2013-Aug,Dubbo,Sydney,Dubbo - Sydney,274,358
2013-Aug,Geraldton,Perth,Geraldton - Perth,290,380
2013-Aug,Gold Coast,Sydney,Gold Coast - Sydney,80,105
2013-Aug,Hamilton Island,Sydney,Hamilton Island - Sydney,358,469
2013-Aug,Hobart,Melbourne,Hobart - Melbourne,80,105
2013-Aug,Hobart,Sydney,Hobart - Sydney,178,233
2013-Aug,Kalgoorlie,Perth,Kalgoorlie - Perth,424,555
2013-Aug,Karratha,Perth,Karratha - Perth,530,694
2013-Aug,Launceston,Melbourne,Launceston - Melbourne,108,141
2013-Aug,Launceston,Sydney,Launceston - Sydney,118,154
2013-Aug,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,220,288
2013-Aug,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,233
2013-Aug,Melbourne,Gold Coast,Melbourne - Gold Coast,130,170
2013-Aug,Melbourne,Mildura,Melbourne - Mildura,198,259
2013-Aug,Melbourne,Perth,Melbourne - Perth,305,399
2013-Aug,Melbourne,Sydney,Melbourne - Sydney,120,157
2013-Aug,Melbourne,Newcastle,Melbourne - Newcastle,168,220
2013-Aug,Paraburdoo,Perth,Paraburdoo - Perth,614,804
2013-Aug,Perth,Newman,Perth - Newman,572,749
2013-Aug,Perth,Port Hedland,Perth - Port Hedland,572,749
2013-Aug,Perth,Sydney,Perth - Sydney,398,521
2013-Aug,Port Macquarie,Sydney,Port Macquarie - Sydney,210,275
2013-Aug,Sydney,Tamworth,Sydney - Tamworth,253,331
2013-Aug,Sydney,Townsville,Sydney - Townsville,270,353
2013-Aug,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228,299
2013-Aug,Newcastle,Gold Coast,Newcastle - Gold Coast,138,181
2013-Apr,Adelaide,Brisbane,Adelaide - Brisbane,286,379
2013-Apr,Adelaide,Canberra,Adelaide - Canberra,424,561
2013-Apr,Adelaide,Darwin,Adelaide - Darwin,348,461
2013-Apr,Adelaide,Gold Coast,Adelaide - Gold Coast,338,448
2013-Apr,Adelaide,Melbourne,Adelaide - Melbourne,110,146
2013-Apr,Adelaide,Perth,Adelaide - Perth,298,395
2013-Apr,Adelaide,Port Lincoln,Adelaide - Port Lincoln,198,262
2013-Apr,Adelaide,Sydney,Adelaide - Sydney,210,278
2013-Apr,Albury,Sydney,Albury - Sydney,166,220
2013-Apr,Alice Springs,Darwin,Alice Springs - Darwin,610,808
2013-Apr,Armidale,Sydney,Armidale - Sydney,403,534
2013-Apr,Avalon,Brisbane,Avalon - Brisbane,158,209
2013-Apr,Avalon,Sydney,Avalon - Sydney,88,117
2013-Apr,Ayers Rock,Sydney,Ayers Rock - Sydney,480,636
2013-Apr,Ballina,Sydney,Ballina - Sydney,138,183
2013-Apr,Brisbane,Cairns,Brisbane - Cairns,218,289
2013-Apr,Brisbane,Canberra,Brisbane - Canberra,280,371
2013-Apr,Brisbane,Darwin,Brisbane - Darwin,388,514
2013-Apr,Brisbane,Emerald,Brisbane - Emerald,288,381
2013-Apr,Brisbane,Gladstone,Brisbane - Gladstone,146,193
2013-Apr,Brisbane,Hamilton Island,Brisbane - Hamilton Island,168,222
2013-Apr,Brisbane,Mackay,Brisbane - Mackay,148,196
2013-Apr,Brisbane,Melbourne,Brisbane - Melbourne,120,159
2013-Apr,Brisbane,Moranbah,Brisbane - Moranbah,319,422
2013-Apr,Brisbane,Mount Isa,Brisbane - Mount Isa,638,845
2013-Apr,Brisbane,Perth,Brisbane - Perth,418,553
2013-Apr,Brisbane,Proserpine,Brisbane - Proserpine,178,236
2013-Apr,Brisbane,Rockhampton,Brisbane - Rockhampton,146,193
2013-Apr,Brisbane,Roma,Brisbane - Roma,395,523
2013-Apr,Brisbane,Sydney,Brisbane - Sydney,115,152
2013-Apr,Brisbane,Townsville,Brisbane - Townsville,248,328
2013-Apr,Brisbane,Newcastle,Brisbane - Newcastle,118,156
2013-Apr,Broome,Perth,Broome - Perth,454,601
2013-Apr,Bundaberg,Brisbane,Bundaberg - Brisbane,264,350
2013-Apr,Cairns,Gold Coast,Cairns - Gold Coast,238,315
2013-Apr,Cairns,Melbourne,Cairns - Melbourne,245,324
2013-Apr,Cairns,Sydney,Cairns - Sydney,318,421
2013-Apr,Cairns,Townsville,Cairns - Townsville,174,230
2013-Apr,Canberra,Melbourne,Canberra - Melbourne,234,310
2013-Apr,Canberra,Sydney,Canberra - Sydney,186,246
2013-Apr,Coffs Harbour,Sydney,Coffs Harbour - Sydney,60,79
2013-Apr,Darwin,Melbourne,Darwin - Melbourne,424,561
2013-Apr,Darwin,Perth,Darwin - Perth,514,681
2013-Apr,Darwin,Sydney,Darwin - Sydney,328,434
2013-Apr,Devonport,Melbourne,Devonport - Melbourne,253,335
2013-Apr,Dubbo,Sydney,Dubbo - Sydney,273,361
2013-Apr,Geraldton,Perth,Geraldton - Perth,370,490
2013-Apr,Gold Coast,Sydney,Gold Coast - Sydney,138,183
2013-Apr,Hamilton Island,Sydney,Hamilton Island - Sydney,468,620
2013-Apr,Hobart,Melbourne,Hobart - Melbourne,60,79
2013-Apr,Hobart,Sydney,Hobart - Sydney,218,289
2013-Apr,Kalgoorlie,Perth,Kalgoorlie - Perth,397,526
2013-Apr,Karratha,Perth,Karratha - Perth,486,643
2013-Apr,Launceston,Melbourne,Launceston - Melbourne,108,143
2013-Apr,Launceston,Sydney,Launceston - Sydney,198,262
2013-Apr,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,140,185
2013-Apr,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,236
2013-Apr,Melbourne,Gold Coast,Melbourne - Gold Coast,150,199
2013-Apr,Melbourne,Mildura,Melbourne - Mildura,200,265
2013-Apr,Melbourne,Perth,Melbourne - Perth,305,404
2013-Apr,Melbourne,Sydney,Melbourne - Sydney,95,126
2013-Apr,Melbourne,Newcastle,Melbourne - Newcastle,148,196
2013-Apr,Paraburdoo,Perth,Paraburdoo - Perth,686,908
2013-Apr,Perth,Newman,Perth - Newman,704,932
2013-Apr,Perth,Port Hedland,Perth - Port Hedland,534,707
2013-Apr,Perth,Sydney,Perth - Sydney,424,561
2013-Apr,Port Macquarie,Sydney,Port Macquarie - Sydney,186,246
2013-Apr,Sydney,Tamworth,Sydney - Tamworth,178,236
2013-Apr,Sydney,Townsville,Sydney - Townsville,290,384
2013-Apr,Sydney,Wagga Wagga,Sydney - Wagga Wagga,267,354
2013-Apr,Newcastle,Gold Coast,Newcastle - Gold Coast,128,170
2012-Sep,Adelaide,Brisbane,Adelaide - Brisbane,344,460
2012-Sep,Adelaide,Canberra,Adelaide - Canberra,452,604
2012-Sep,Adelaide,Darwin,Adelaide - Darwin,498,666
2012-Sep,Adelaide,Gold Coast,Adelaide - Gold Coast,418,559
2012-Sep,Adelaide,Melbourne,Adelaide - Melbourne,258,345
2012-Sep,Adelaide,Perth,Adelaide - Perth,368,492
2012-Sep,Adelaide,Port Lincoln,Adelaide - Port Lincoln,224,300
2012-Sep,Adelaide,Sydney,Adelaide - Sydney,238,318
2012-Sep,Albury,Sydney,Albury - Sydney,236,316
2012-Sep,Alice Springs,Darwin,Alice Springs - Darwin,724,968
2012-Sep,Alice Springs,Melbourne,Alice Springs - Melbourne,745,996
2012-Sep,Armidale,Sydney,Armidale - Sydney,249,333
2012-Sep,Avalon,Brisbane,Avalon - Brisbane,198,265
2012-Sep,Avalon,Sydney,Avalon - Sydney,78,104
2012-Sep,Ayers Rock,Sydney,Ayers Rock - Sydney,599,801
2012-Sep,Ballina,Sydney,Ballina - Sydney,168,225
2012-Sep,Brisbane,Cairns,Brisbane - Cairns,258,345
2012-Sep,Brisbane,Canberra,Brisbane - Canberra,293,392
2012-Sep,Brisbane,Darwin,Brisbane - Darwin,418,559
2012-Sep,Brisbane,Emerald,Brisbane - Emerald,295,394
2012-Sep,Brisbane,Gladstone,Brisbane - Gladstone,212,283
2012-Sep,Brisbane,Hamilton Island,Brisbane - Hamilton Island,428,572
2012-Sep,Brisbane,Mackay,Brisbane - Mackay,128,171
2012-Sep,Brisbane,Melbourne,Brisbane - Melbourne,205,274
2012-Sep,Brisbane,Mount Isa,Brisbane - Mount Isa,487,651
2012-Sep,Brisbane,Perth,Brisbane - Perth,378,505
2012-Sep,Brisbane,Proserpine,Brisbane - Proserpine,198,265
2012-Sep,Brisbane,Rockhampton,Brisbane - Rockhampton,167,223
2012-Sep,Brisbane,Sydney,Brisbane - Sydney,125,167
2012-Sep,Brisbane,Townsville,Brisbane - Townsville,278,372
2012-Sep,Brisbane,Newcastle,Brisbane - Newcastle,148,198
2012-Sep,Broome,Perth,Broome - Perth,586,783
2012-Sep,Bundaberg,Brisbane,Bundaberg - Brisbane,287,384
2012-Sep,Cairns,Gold Coast,Cairns - Gold Coast,338,452
2012-Sep,Cairns,Melbourne,Cairns - Melbourne,478,639
2012-Sep,Cairns,Sydney,Cairns - Sydney,318,425
2012-Sep,Cairns,Townsville,Cairns - Townsville,198,265
2012-Sep,Canberra,Melbourne,Canberra - Melbourne,258,345
2012-Sep,Canberra,Sydney,Canberra - Sydney,210,281
2012-Sep,Coffs Harbour,Sydney,Coffs Harbour - Sydney,204,273
2012-Sep,Darwin,Melbourne,Darwin - Melbourne,398,532
2012-Sep,Darwin,Perth,Darwin - Perth,519,694
2012-Sep,Darwin,Sydney,Darwin - Sydney,428,572
2012-Sep,Devonport,Melbourne,Devonport - Melbourne,378,505
2012-Sep,Dubbo,Sydney,Dubbo - Sydney,332,444
2012-Sep,Geraldton,Perth,Geraldton - Perth,375,501
2012-Sep,Gold Coast,Sydney,Gold Coast - Sydney,118,158
2012-Sep,Hamilton Island,Sydney,Hamilton Island - Sydney,563,753
2012-Sep,Hobart,Melbourne,Hobart - Melbourne,118,158
2012-Sep,Hobart,Sydney,Hobart - Sydney,168,225
2012-Sep,Kalgoorlie,Perth,Kalgoorlie - Perth,358,479
2012-Sep,Karratha,Perth,Karratha - Perth,580,775
2012-Sep,Launceston,Melbourne,Launceston - Melbourne,104,139
2012-Sep,Launceston,Sydney,Launceston - Sydney,148,198
2012-Sep,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318,425
2012-Sep,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,238
2012-Sep,Melbourne,Gold Coast,Melbourne - Gold Coast,175,234
2012-Sep,Melbourne,Mildura,Melbourne - Mildura,253,338
2012-Sep,Melbourne,Perth,Melbourne - Perth,251,335
2012-Sep,Melbourne,Sydney,Melbourne - Sydney,105,140
2012-Sep,Melbourne,Newcastle,Melbourne - Newcastle,108,144
2012-Sep,Paraburdoo,Perth,Paraburdoo - Perth,691,924
2012-Sep,Perth,Newman,Perth - Newman,680,909
2012-Sep,Perth,Port Hedland,Perth - Port Hedland,629,841
2012-Sep,Perth,Sydney,Perth - Sydney,468,626
2012-Sep,Port Macquarie,Sydney,Port Macquarie - Sydney,198,265
2012-Sep,Sydney,Tamworth,Sydney - Tamworth,249,333
2012-Sep,Sydney,Townsville,Sydney - Townsville,374,500
2012-Sep,Sydney,Wagga Wagga,Sydney - Wagga Wagga,226,302
2012-Sep,Newcastle,Gold Coast,Newcastle - Gold Coast,178,238
2012-Oct,Adelaide,Brisbane,Adelaide - Brisbane,294,392
2012-Oct,Adelaide,Canberra,Adelaide - Canberra,335,447
2012-Oct,Adelaide,Darwin,Adelaide - Darwin,358,478
2012-Oct,Adelaide,Gold Coast,Adelaide - Gold Coast,344,459
2012-Oct,Adelaide,Melbourne,Adelaide - Melbourne,168,224
2012-Oct,Adelaide,Perth,Adelaide - Perth,398,531
2012-Oct,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197,264
2012-Oct,Adelaide,Sydney,Adelaide - Sydney,228,304
2012-Oct,Albury,Sydney,Albury - Sydney,199,266
2012-Oct,Alice Springs,Darwin,Alice Springs - Darwin,696,929
2012-Oct,Alice Springs,Melbourne,Alice Springs - Melbourne,745,994
2012-Oct,Armidale,Sydney,Armidale - Sydney,249,332
2012-Oct,Avalon,Brisbane,Avalon - Brisbane,198,264
2012-Oct,Avalon,Sydney,Avalon - Sydney,88,117
2012-Oct,Ayers Rock,Sydney,Ayers Rock - Sydney,547,730
2012-Oct,Ballina,Sydney,Ballina - Sydney,98,131
2012-Oct,Brisbane,Cairns,Brisbane - Cairns,228,304
2012-Oct,Brisbane,Canberra,Brisbane - Canberra,293,391
2012-Oct,Brisbane,Darwin,Brisbane - Darwin,384,512
2012-Oct,Brisbane,Emerald,Brisbane - Emerald,304,406
2012-Oct,Brisbane,Gladstone,Brisbane - Gladstone,190,254
2012-Oct,Brisbane,Hamilton Island,Brisbane - Hamilton Island,326,435
2012-Oct,Brisbane,Mackay,Brisbane - Mackay,178,238
2012-Oct,Brisbane,Melbourne,Brisbane - Melbourne,180,240
2012-Oct,Brisbane,Mount Isa,Brisbane - Mount Isa,588,785
2012-Oct,Brisbane,Perth,Brisbane - Perth,427,570
2012-Oct,Brisbane,Proserpine,Brisbane - Proserpine,130,174
2012-Oct,Brisbane,Rockhampton,Brisbane - Rockhampton,217,290
2012-Oct,Brisbane,Sydney,Brisbane - Sydney,130,173
2012-Oct,Brisbane,Townsville,Brisbane - Townsville,268,358
2012-Oct,Brisbane,Newcastle,Brisbane - Newcastle,98,131
2012-Oct,Broome,Perth,Broome - Perth,424,566
2012-Oct,Bundaberg,Brisbane,Bundaberg - Brisbane,294,392
2012-Oct,Cairns,Gold Coast,Cairns - Gold Coast,228,304
2012-Oct,Cairns,Melbourne,Cairns - Melbourne,218,291
2012-Oct,Cairns,Sydney,Cairns - Sydney,368,491
2012-Oct,Cairns,Townsville,Cairns - Townsville,184,246
2012-Oct,Canberra,Melbourne,Canberra - Melbourne,228,304
2012-Oct,Canberra,Sydney,Canberra - Sydney,184,246
2012-Oct,Coffs Harbour,Sydney,Coffs Harbour - Sydney,224,299
2012-Oct,Darwin,Melbourne,Darwin - Melbourne,308,411
2012-Oct,Darwin,Perth,Darwin - Perth,363,484
2012-Oct,Darwin,Sydney,Darwin - Sydney,238,318
2012-Oct,Devonport,Melbourne,Devonport - Melbourne,367,490
2012-Oct,Dubbo,Sydney,Dubbo - Sydney,273,364
2012-Oct,Geraldton,Perth,Geraldton - Perth,278,371
2012-Oct,Gold Coast,Sydney,Gold Coast - Sydney,114,152
2012-Oct,Hamilton Island,Sydney,Hamilton Island - Sydney,568,758
2012-Oct,Hobart,Melbourne,Hobart - Melbourne,148,198
2012-Oct,Hobart,Sydney,Hobart - Sydney,224,299
2012-Oct,Kalgoorlie,Perth,Kalgoorlie - Perth,449,600
2012-Oct,Karratha,Perth,Karratha - Perth,534,713
2012-Oct,Launceston,Melbourne,Launceston - Melbourne,90,120
2012-Oct,Launceston,Sydney,Launceston - Sydney,214,286
2012-Oct,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,344,459
2012-Oct,Sunshine Coast,Sydney,Sunshine Coast - Sydney,158,211
2012-Oct,Melbourne,Gold Coast,Melbourne - Gold Coast,170,227
2012-Oct,Melbourne,Mildura,Melbourne - Mildura,270,360
2012-Oct,Melbourne,Perth,Melbourne - Perth,300,400
2012-Oct,Melbourne,Sydney,Melbourne - Sydney,110,147
2012-Oct,Melbourne,Newcastle,Melbourne - Newcastle,138,184
2012-Oct,Paraburdoo,Perth,Paraburdoo - Perth,578,771
2012-Oct,Perth,Newman,Perth - Newman,730,974
2012-Oct,Perth,Port Hedland,Perth - Port Hedland,629,839
2012-Oct,Perth,Sydney,Perth - Sydney,394,526
2012-Oct,Port Macquarie,Sydney,Port Macquarie - Sydney,187,250
2012-Oct,Sydney,Tamworth,Sydney - Tamworth,294,392
2012-Oct,Sydney,Townsville,Sydney - Townsville,178,238
2012-Oct,Sydney,Wagga Wagga,Sydney - Wagga Wagga,226,301
2012-Oct,Newcastle,Gold Coast,Newcastle - Gold Coast,198,264
2012-Nov,Adelaide,Brisbane,Adelaide - Brisbane,298,398
2012-Nov,Adelaide,Canberra,Adelaide - Canberra,327,436
2012-Nov,Adelaide,Darwin,Adelaide - Darwin,378,504
2012-Nov,Adelaide,Gold Coast,Adelaide - Gold Coast,328,438
2012-Nov,Adelaide,Melbourne,Adelaide - Melbourne,158,211
2012-Nov,Adelaide,Perth,Adelaide - Perth,368,491
2012-Nov,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197,264
2012-Nov,Adelaide,Sydney,Adelaide - Sydney,208,278
2012-Nov,Albury,Sydney,Albury - Sydney,224,299
2012-Nov,Alice Springs,Darwin,Alice Springs - Darwin,605,807
2012-Nov,Alice Springs,Melbourne,Alice Springs - Melbourne,618,825
2012-Nov,Armidale,Sydney,Armidale - Sydney,298,398
2012-Nov,Avalon,Brisbane,Avalon - Brisbane,188,251
2012-Nov,Avalon,Sydney,Avalon - Sydney,88,117
2012-Nov,Ayers Rock,Sydney,Ayers Rock - Sydney,468,625
2012-Nov,Ballina,Sydney,Ballina - Sydney,148,198
2012-Nov,Brisbane,Cairns,Brisbane - Cairns,208,278
2012-Nov,Brisbane,Canberra,Brisbane - Canberra,264,352
2012-Nov,Brisbane,Darwin,Brisbane - Darwin,464,619
2012-Nov,Brisbane,Emerald,Brisbane - Emerald,296,395
2012-Nov,Brisbane,Gladstone,Brisbane - Gladstone,267,356
2012-Nov,Brisbane,Hamilton Island,Brisbane - Hamilton Island,233,311
2012-Nov,Brisbane,Mackay,Brisbane - Mackay,178,238
2012-Nov,Brisbane,Melbourne,Brisbane - Melbourne,170,227
2012-Nov,Brisbane,Mount Isa,Brisbane - Mount Isa,620,827
2012-Nov,Brisbane,Perth,Brisbane - Perth,448,598
2012-Nov,Brisbane,Proserpine,Brisbane - Proserpine,178,238
2012-Nov,Brisbane,Rockhampton,Brisbane - Rockhampton,197,263
2012-Nov,Brisbane,Sydney,Brisbane - Sydney,110,147
2012-Nov,Brisbane,Townsville,Brisbane - Townsville,208,278
2012-Nov,Brisbane,Newcastle,Brisbane - Newcastle,128,171
2012-Nov,Broome,Perth,Broome - Perth,384,512
2012-Nov,Bundaberg,Brisbane,Bundaberg - Brisbane,348,464
2012-Nov,Cairns,Gold Coast,Cairns - Gold Coast,258,344
2012-Nov,Cairns,Melbourne,Cairns - Melbourne,348,464
2012-Nov,Cairns,Sydney,Cairns - Sydney,328,438
2012-Nov,Cairns,Townsville,Cairns - Townsville,178,238
2012-Nov,Canberra,Melbourne,Canberra - Melbourne,218,291
2012-Nov,Canberra,Sydney,Canberra - Sydney,184,246
2012-Nov,Coffs Harbour,Sydney,Coffs Harbour - Sydney,164,219
2012-Nov,Darwin,Melbourne,Darwin - Melbourne,374,499
2012-Nov,Darwin,Perth,Darwin - Perth,418,558
2012-Nov,Darwin,Sydney,Darwin - Sydney,318,424
2012-Nov,Devonport,Melbourne,Devonport - Melbourne,317,423
2012-Nov,Dubbo,Sydney,Dubbo - Sydney,273,364
2012-Nov,Geraldton,Perth,Geraldton - Perth,278,371
2012-Nov,Gold Coast,Sydney,Gold Coast - Sydney,80,107
2012-Nov,Hamilton Island,Sydney,Hamilton Island - Sydney,378,504
2012-Nov,Hobart,Melbourne,Hobart - Melbourne,118,157
2012-Nov,Hobart,Sydney,Hobart - Sydney,208,278
2012-Nov,Kalgoorlie,Perth,Kalgoorlie - Perth,358,478
2012-Nov,Karratha,Perth,Karratha - Perth,474,633
2012-Nov,Launceston,Melbourne,Launceston - Melbourne,118,157
2012-Nov,Launceston,Sydney,Launceston - Sydney,188,251
2012-Nov,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,324,432
2012-Nov,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,264
2012-Nov,Melbourne,Gold Coast,Melbourne - Gold Coast,150,200
2012-Nov,Melbourne,Mildura,Melbourne - Mildura,230,307
2012-Nov,Melbourne,Perth,Melbourne - Perth,285,380
2012-Nov,Melbourne,Sydney,Melbourne - Sydney,100,133
